focus_r,base_modulus,base_residue,sample_n,d,a,b,x,y,z,verified,rule_modulus,rule_prime_factors,sample_satisfies_visible_conditions,source,why_not_closed_earlier
361,203460697440,105115691041,105115691041,155,3,617,26278922799,3683102839773299925012,17908117535364505308,True,7404,2;3;617,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,203460697440,154549875841,154549875841,15,2,58,38637468964,11942832062393381797448,411821795254944199912,True,116,2;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,203460697440,200861901601,200861901601,15,2,58,50215475404,20172751758891367443608,695612129616943704952,True,116,2;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,397381464480,13185692881,13185692881,11,17,27,3296423223,10227205699829217756,6439351736929507476,True,1836,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,397381464480,41285124241,41285124241,59,1,235,10321281075,1704461486030628156300,7253027600130332580,True,940,2;5;47,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,397381464480,69037649041,69037649041,111,8,436,17259412288,595774624096433407904,10931644478833640512,True,872,2;109,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,397381464480,98351253361,98351253361,35,2,138,24587813349,4836484520560953831978,70093978558854403362,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,397381464480,125930324881,125930324881,35,18,122,31482581229,881024818280098279722,129987268270834172418,True,2196,2;3;61,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,397381464480,154897022641,154897022641,95,18,362,38724255684,1332949313208982431432,66279247618126198248,True,6516,2;3;181,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,397381464480,184210626961,184210626961,11,3,41,46052656743,11311185029130338997364,827647685058317487612,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,397381464480,211269338641,211269338641,31,2,122,52817334668,22317366728177442612376,365858470953728567416,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,397381464480,240409489681,240409489681,95,12,368,60102372444,4816393562626478916788,157056311824776486417,True,1104,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,397381464480,268508921041,268508921041,23,3,89,67127230266,24032346894925892569208,810079108817726715816,True,1068,2;3;89,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,397381464480,296434899121,296434899121,35,3,137,74108724789,29291216475750889347292,641413499468997576948,True,1644,2;3;137,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,397381464480,325228143601,325228143601,23,24,68,81307035906,4407222724901371856251,1555490373494601831618,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,397381464480,353674481521,353674481521,35,2,138,88418620389,62542819445763388663338,906417673127005632802,True,276,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,397381464480,381427006321,381427006321,35,41,99,95356751589,3548452711325612662836,1469561223882324436124,True,16236,2;3;11;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,120896936160,12839026561,12839026561,59,70,166,3209756655,2354865768450943626,993015685491361770,True,11620,2;5;7;83,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,120896936160,45795149761,45795149761,15,1,59,11448787444,2097195742319345603536,35545690547785518704,True,236,2;59,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,120896936160,77537100001,77537100001,15,2,58,19384275004,3006000938864065350008,103655204788416046552,True,116,2;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,120896936160,109452503521,109452503521,59,21,215,27363125895,570469073022486433580,55720235039405651652,True,18060,2;3;5;7;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,262434812640,4686842521,4686842521,19,2,74,1171710635,10983246452851821670,296844498725724910,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,262434812640,38163325561,38163325561,15,2,58,9540831394,728219709223662924068,25111024455988376692,True,116,2;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,262434812640,72507075001,72507075001,107,39,389,18126768777,134801946998946055772,13514848156706673972,True,60684,2;3;13;389,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,262434812640,107371184281,107371184281,19,2,74,26842796075,5764285607972256994150,155791502918169107950,True,148,2;37,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,262434812640,140674214041,140674214041,31,8,116,35168553518,2473654312551747773119,170596849141499846422,True,232,2;29,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,262434812640,173456883961,173456883961,11,17,27,43364220993,1769840623256932045476,1114344096124734991596,True,1836,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,262434812640,208667899801,208667899801,143,8,564,52166974986,5442786554649960688893,77202646165247669346,True,1128,2;3;47,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,262434812640,241450569721,241450569721,31,2,122,60362642438,29149188813040224839596,477855554312134833436,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,524869625280,443176734361,443176734361,55,26,194,110794183604,7554062227048272248776,1012400092284819992104,True,5044,2;13;97,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,521574012960,19257038161,19257038161,23,24,68,4814259546,15451396632380089151,5453434105545913818,True,408,2;3;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,521574012960,45275030161,45275030161,27,1,107,11318757547,2049828357301885500268,19157274367307341124,True,428,2;107,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,521574012960,71639928721,71639928721,31,2,122,17909982188,2566139694685399243096,42067863847301626936,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,521574012960,98004827281,98004827281,11,3,41,24501206823,3201648723818898317684,234266979791626706172,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,521574012960,124543179121,124543179121,15,2,58,31135794784,7755501733716819009728,267431094266097207232,True,116,2;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,521574012960,151428437521,151428437521,107,39,389,37857109407,587963377083442139492,58947485106052039692,True,60684,2;3;13;389,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,521574012960,177446429521,177446429521,31,2,122,44361607388,15743617677626029802296,258092093075836554136,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,521574012960,204331687921,204331687921,31,56,68,51082921988,745561405267486064782,613991745514400288644,True,952,2;7;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,521574012960,230870039761,230870039761,27,1,107,57717509947,53300975265479212010668,498139955752142168324,True,428,2;107,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,521574012960,257061485041,257061485041,59,1,235,64265371275,66080607106650894389100,281194072794259125060,True,940,2;5;47,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,521574012960,283252930321,283252930321,31,2,122,70813232588,40116111272107061001496,657641168395197721336,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,521574012960,309617828881,309617828881,47,4,184,77404457232,23965799993884058917392,520995652040957802552,True,184,2;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,521574012960,335982727441,335982727441,15,1,59,83995681864,112884393143733035320096,1913294799046322632544,True,236,2;59,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,521574012960,362000719441,362000719441,15,2,58,90500179864,65522260440615803072048,2259388291055717347312,True,116,2;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,521574012960,388885977841,388885977841,23,3,89,97221494466,50410767923431706837208,1699239368205563151816,True,1068,2;3;89,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,521574012960,414903969841,414903969841,23,24,68,103725992466,7172721008306842869651,2531548591167121012818,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,521574012960,440921961841,440921961841,19,2,74,110230490465,97206088221046888692130,2627191573541807802490,True,148,2;37,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,521574012960,467286860401,467286860401,59,6,230,116821715115,36392834988498931107410,949378304047798202802,True,1380,2;3;5;23,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,521574012960,493998665521,493998665521,23,24,68,123499666386,10168111731162116812851,3588745316880747110418,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,521574012960,520537017361,520537017361,23,24,68,130134254346,11289949435627431950151,3984688036103799511818,True,408,2;3;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,85512467040,39551192041,39551192041,11,1,43,9887798013,1564296792299124858132,36378995169747089724,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,85512467040,81526885801,81526885801,15,1,59,20381721454,6646633109632198698616,112654798468342350824,True,236,2;59,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,256537401120,67997529961,67997529961,143,164,408,16999382526,28193073722687435646,11332510025786126093,True,16728,2;3;17;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,67820232480,37643326081,37643326081,27,2,106,9410831527,708509999728432311374,13368113202423251158,True,212,2;53,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,610382092320,165825300001,165825300001,31,2,122,41456325008,13749015062781117450016,225393689553788810656,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,633971738400,3126243481,3126243481,11,3,41,781560873,3257799445627891884,238375569192284772,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,633971738400,36429273241,36429273241,47,2,186,9107318322,663545975289807243204,7134902960105454228,True,372,2;3;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,633971738400,70079209561,70079209561,23,3,89,17519802396,1637031871435458544208,55180849598948040816,True,1068,2;3;89,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,633971738400,102688426201,102688426201,11,3,41,25672106553,3514970958922598660204,257192996994336487332,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,633971738400,137379082201,137379082201,47,4,184,34344770562,4718253058211482966962,102570718656771368847,True,184,2;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,633971738400,171029018521,171029018521,199,20,776,42757254680,1462546260514566785656,37694491250375432620,True,3880,2;5;97,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,633971738400,203811688441,203811688441,27,2,106,50952922117,20769602175337084299194,391879286327114798098,True,212,2;53,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,633971738400,237114718201,237114718201,27,1,107,59278679557,56223389593941738067828,525452239195717178204,True,428,2;107,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
